3.9417,0.0614,0.4699
2.0386,0.0617,0.4699
2.0462,0.0616,0.4712
2.2183,0.0618,0.4706
2.0109,0.0614,0.4732
2.0113,0.0616,0.4712
2.0157,0.0614,0.4726
2.0034,0.0615,0.4706
2.1305,0.0611,0.468
2.0333,0.0616,0.4752
