2.7327,0.0494,0.7236
1.3119,0.0491,0.7285
1.2977,0.0493,0.7236
1.3069,0.0496,0.7205
1.3095,0.0497,0.7245
1.3144,0.0495,0.7292
1.3081,0.0495,0.7276
1.3058,0.0494,0.7166
1.3018,0.0492,0.724
1.3121,0.0492,0.7344
