2.0466,0.055,0.7001
2.0496,0.055,0.6951
2.0311,0.0552,0.6963
2.0469,0.0551,0.6958
2.0407,0.055,0.7021
2.059,0.055,0.6962
2.0302,0.0553,0.695
2.0498,0.0551,0.698
2.0364,0.055,0.7007
2.0574,0.0549,0.6954
