49.6965,0.1726,0.324
49.7863,0.1827,0.291
49.6839,0.1725,0.3566
49.7065,0.1801,0.2922
49.6583,0.1861,0.3033
49.721,0.1837,0.2771
49.7645,0.173,0.3238
49.6885,0.1723,0.3401
320.6364,0.1739,0.3306
49.7003,0.1715,0.3347
